編號		頁數	题名	著者	千字文
12114011		29	阿毗達磨大毗婆沙論二百卷（004）	唐玄奘譯	心04
12114111		30	阿毗達磨大毗婆沙論二百卷（005）	唐玄奘譯	心05
12114211		30	阿毗達磨大毗婆沙論二百卷（006）	唐玄奘譯	心06
12114311		31	阿毗達磨大毗婆沙論二百卷（007）	唐玄奘譯	心07
12114411		29	阿毗達磨大毗婆沙論二百卷（008）	唐玄奘譯	心08
12114511		30	阿毗達磨大毗婆沙論二百卷（009）	唐玄奘譯	心09
12114611		31	阿毗達磨大毗婆沙論二百卷（010）	唐玄奘譯	心10
12114711		31	阿毗達磨大毗婆沙論二百卷（011）	唐玄奘譯	動01
12114811		34	阿毗達磨大毗婆沙論二百卷（012）	唐玄奘譯	動02
12114911		30	阿毗達磨大毗婆沙論二百卷（013）	唐玄奘譯	動03
12115011		30	阿毗達磨大毗婆沙論二百卷（014）	唐玄奘譯	動04
12115111		31	阿毗達磨大毗婆沙論二百卷（015）	唐玄奘譯	動05
12115211		32	阿毗達磨大毗婆沙論二百卷（016）	唐玄奘譯	動06
12115311		30	阿毗達磨大毗婆沙論二百卷（017）	唐玄奘譯	動07
12115411		32	阿毗達磨大毗婆沙論二百卷（018）	唐玄奘譯	動08
12115511		32	阿毗達磨大毗婆沙論二百卷（019）	唐玄奘譯	動09
12115611	暂时无存册		阿毗達磨大毗婆沙論二百卷（020）	唐玄奘譯	動10
12115711		34	阿毗達磨大毗婆沙論二百卷（021）	唐玄奘譯	神01
12115811		32	阿毗達磨大毗婆沙論二百卷（022）	唐玄奘譯	神02
12115911		32	阿毗達磨大毗婆沙論二百卷（023）	唐玄奘譯	神03
12116011		32	阿毗達磨大毗婆沙論二百卷（024）	唐玄奘譯	神04
12116111		31	阿毗達磨大毗婆沙論二百卷（025）	唐玄奘譯	神05
12116211		31	阿毗達磨大毗婆沙論二百卷（026）	唐玄奘譯	神06
12116311		32	阿毗達磨大毗婆沙論二百卷（027）	唐玄奘譯	神07
12116411		32	阿毗達磨大毗婆沙論二百卷（028）	唐玄奘譯	神08
12116511		32	阿毗達磨大毗婆沙論二百卷（029）	唐玄奘譯	神09
12116611		32	阿毗達磨大毗婆沙論二百卷（030）	唐玄奘譯	神10
12116711		31	阿毗達磨大毗婆沙論二百卷（031）	唐玄奘譯	疲01
12116811	暂时无存册		阿毗達磨大毗婆沙論二百卷（032）	唐玄奘譯	疲02
12116911	暂时无存册		阿毗達磨大毗婆沙論二百卷（033）	唐玄奘譯	疲03
12117011		31	阿毗達磨大毗婆沙論二百卷（034）	唐玄奘譯	疲04
12117111	暂时无存册		阿毗達磨大毗婆沙論二百卷（035）	唐玄奘譯	疲05
12117211		30	阿毗達磨大毗婆沙論二百卷（036）	唐玄奘譯	疲06
12117311	暂时无存册		阿毗達磨大毗婆沙論二百卷（037）	唐玄奘譯	疲07
12117411		31	阿毗達磨大毗婆沙論二百卷（038）	唐玄奘譯	疲08
12117511	暂时无存册		阿毗達磨大毗婆沙論二百卷（039）	唐玄奘譯	疲09
12117611		32	阿毗達磨大毗婆沙論二百卷（040）	唐玄奘譯	疲10
12117711	暂时无存册		阿毗達磨大毗婆沙論二百卷（041）	唐玄奘譯	守01
12117811	暂时无存册		阿毗達磨大毗婆沙論二百卷（042）	唐玄奘譯	守02
12117911		32	阿毗達磨大毗婆沙論二百卷（043）	唐玄奘譯	守03
12118011	暂时无存册		阿毗達磨大毗婆沙論二百卷（044）	唐玄奘譯	守04
12118111		31	阿毗達磨大毗婆沙論二百卷（045）	唐玄奘譯	守05
12118211		31	阿毗達磨大毗婆沙論二百卷（046）	唐玄奘譯	守06
12118311		33	阿毗達磨大毗婆沙論二百卷（047）	唐玄奘譯	守07
12118411		32	阿毗達磨大毗婆沙論二百卷（048）	唐玄奘譯	守08
12118511		31	阿毗達磨大毗婆沙論二百卷（049）	唐玄奘譯	守09
12118611		31	阿毗達磨大毗婆沙論二百卷（050）	唐玄奘譯	守10
12118711	暂时无存册		阿毗達磨大毗婆沙論二百卷（051）	唐玄奘譯	真01
12118811	暂时无存册		阿毗達磨大毗婆沙論二百卷（052）	唐玄奘譯	真02
12118911	暂时无存册		阿毗達磨大毗婆沙論二百卷（053）	唐玄奘譯	真03
12119011	暂时无存册		阿毗達磨大毗婆沙論二百卷（054）	唐玄奘譯	真04
12119111	暂时无存册		阿毗達磨大毗婆沙論二百卷（055）	唐玄奘譯	真05
12119211	暂时无存册		阿毗達磨大毗婆沙論二百卷（056）	唐玄奘譯	真06
12119311		31	阿毗達磨大毗婆沙論二百卷（057）	唐玄奘譯	真07
12119411	暂时无存册		阿毗達磨大毗婆沙論二百卷（058）	唐玄奘譯	真08
12119511	暂时无存册		阿毗達磨大毗婆沙論二百卷（059）	唐玄奘譯	真09
12119611	暂时无存册		阿毗達磨大毗婆沙論二百卷（060）	唐玄奘譯	真10
12119711	暂时无存册		阿毗達磨大毗婆沙論二百卷（061）	唐玄奘譯	志01
12119811		32	阿毗達磨大毗婆沙論二百卷（062）	唐玄奘譯	志02
12119911	暂时无存册		阿毗達磨大毗婆沙論二百卷（063）	唐玄奘譯	志03
12120011	暂时无存册		阿毗達磨大毗婆沙論二百卷（064）	唐玄奘譯	志04
12120111	暂时无存册		阿毗達磨大毗婆沙論二百卷（065）	唐玄奘譯	志05
12120211	暂时无存册		阿毗達磨大毗婆沙論二百卷（066）	唐玄奘譯	志06
12120311	暂时无存册		阿毗達磨大毗婆沙論二百卷（067）	唐玄奘譯	志07
12120411	暂时无存册		阿毗達磨大毗婆沙論二百卷（068）	唐玄奘譯	志08
12120511	暂时无存册		阿毗達磨大毗婆沙論二百卷（069）	唐玄奘譯	志09
12120611	暂时无存册		阿毗達磨大毗婆沙論二百卷（070）	唐玄奘譯	志10
12120711	暂时无存册		阿毗達磨大毗婆沙論二百卷（071）	唐玄奘譯	滿01
12120811		29	阿毗達磨大毗婆沙論二百卷（072）	唐玄奘譯	滿02
12120911		28	阿毗達磨大毗婆沙論二百卷（073）	唐玄奘譯	滿03
12121011		29	阿毗達磨大毗婆沙論二百卷（074）	唐玄奘譯	滿04
12121111	暂时无存册		阿毗達磨大毗婆沙論二百卷（075）	唐玄奘譯	滿05
12121211		30	阿毗達磨大毗婆沙論二百卷（076）	唐玄奘譯	滿06
12121311		29	阿毗達磨大毗婆沙論二百卷（077）	唐玄奘譯	滿07
12121411		31	阿毗達磨大毗婆沙論二百卷（078）	唐玄奘譯	滿08
12121511		30	阿毗達磨大毗婆沙論二百卷（079）	唐玄奘譯	滿09
12121611		31	阿毗達磨大毗婆沙論二百卷（080）	唐玄奘譯	滿10
12121711		34	阿毗達磨大毗婆沙論二百卷（081）	唐玄奘譯	逐01
12121811		31	阿毗達磨大毗婆沙論二百卷（082）	唐玄奘譯	逐02
12121911		32	阿毗達磨大毗婆沙論二百卷（083）	唐玄奘譯	逐03
12122011		32	阿毗達磨大毗婆沙論二百卷（084）	唐玄奘譯	逐04
12122111		29	阿毗達磨大毗婆沙論二百卷（085）	唐玄奘譯	逐05
12122211		32	阿毗達磨大毗婆沙論二百卷（086）	唐玄奘譯	逐06
12122311		29	阿毗達磨大毗婆沙論二百卷（087）	唐玄奘譯	逐07
12122411		30	阿毗達磨大毗婆沙論二百卷（088）	唐玄奘譯	逐08
12122511		33	阿毗達磨大毗婆沙論二百卷（089）	唐玄奘譯	逐09
12122611		32	阿毗達磨大毗婆沙論二百卷（090）	唐玄奘譯	逐10
12122711		35	阿毗達磨大毗婆沙論二百卷（091）	唐玄奘譯	物01
12122811		33	阿毗達磨大毗婆沙論二百卷（092）	唐玄奘譯	物02
12122911		31	阿毗達磨大毗婆沙論二百卷（093）	唐玄奘譯	物03
12123011		32	阿毗達磨大毗婆沙論二百卷（094）	唐玄奘譯	物04
12123111		30	阿毗達磨大毗婆沙論二百卷（095）	唐玄奘譯	物05
12123211		32	阿毗達磨大毗婆沙論二百卷（096）	唐玄奘譯	物06
12123311		32	阿毗達磨大毗婆沙論二百卷（097）	唐玄奘譯	物07
12123411		31	阿毗達磨大毗婆沙論二百卷（098）	唐玄奘譯	物08
12123511		32	阿毗達磨大毗婆沙論二百卷（099）	唐玄奘譯	物09
12123611		32	阿毗達磨大毗婆沙論二百卷（100）	唐玄奘譯	物10
12123711		33	阿毗達磨大毗婆沙論二百卷（101）	唐玄奘譯	意01
12123811		31	阿毗達磨大毗婆沙論二百卷（102）	唐玄奘譯	意02
12123911		32	阿毗達磨大毗婆沙論二百卷（103）	唐玄奘譯	意03
12124011		31	阿毗達磨大毗婆沙論二百卷（104）	唐玄奘譯	意04
12124111	暂时无存册		阿毗達磨大毗婆沙論二百卷（105）	唐玄奘譯	意05
12124211		12	阿毗達磨大毗婆沙論二百卷（106）	唐玄奘譯	意06
12124311		31	阿毗達磨大毗婆沙論二百卷（107）	唐玄奘譯	意07
12124411		31	阿毗達磨大毗婆沙論二百卷（108）	唐玄奘譯	意08
12124511		32	阿毗達磨大毗婆沙論二百卷（109）	唐玄奘譯	意09
12124611		34	阿毗達磨大毗婆沙論二百卷（110）	唐玄奘譯	意10
12124711	暂时无存册		阿毗達磨大毗婆沙論二百卷（111）	唐玄奘譯	移01
12124811	暂时无存册		阿毗達磨大毗婆沙論二百卷（112）	唐玄奘譯	移02
12124911	暂时无存册		阿毗達磨大毗婆沙論二百卷（113）	唐玄奘譯	移03
12125011	暂时无存册		阿毗達磨大毗婆沙論二百卷（114）	唐玄奘譯	移04
12125111	暂时无存册		阿毗達磨大毗婆沙論二百卷（115）	唐玄奘譯	移05
12125211	暂时无存册		阿毗達磨大毗婆沙論二百卷（116）	唐玄奘譯	移06
12125311	暂时无存册		阿毗達磨大毗婆沙論二百卷（117）	唐玄奘譯	移07
12125411	暂时无存册		阿毗達磨大毗婆沙論二百卷（118）	唐玄奘譯	移08
12125511	暂时无存册		阿毗達磨大毗婆沙論二百卷（119）	唐玄奘譯	移09
12125611	暂时无存册		阿毗達磨大毗婆沙論二百卷（120）	唐玄奘譯	移10
12125711		34	阿毗達磨大毗婆沙論二百卷（121）	唐玄奘譯	堅01
12125811		35	阿毗達磨大毗婆沙論二百卷（122）	唐玄奘譯	堅02
12125911	暂时无存册		阿毗達磨大毗婆沙論二百卷（123）	唐玄奘譯	堅03
12126011		29	阿毗達磨大毗婆沙論二百卷（124）	唐玄奘譯	堅04
12126111		31	阿毗達磨大毗婆沙論二百卷（125）	唐玄奘譯	堅05
12126211		34	阿毗達磨大毗婆沙論二百卷（126）	唐玄奘譯	堅06
12126311		26	阿毗達磨大毗婆沙論二百卷（127）	唐玄奘譯	堅07
12126411		27	阿毗達磨大毗婆沙論二百卷（128）	唐玄奘譯	堅08
12126511		27	阿毗達磨大毗婆沙論二百卷（129）	唐玄奘譯	堅09
12126611		26	阿毗達磨大毗婆沙論二百卷（130）	唐玄奘譯	堅10
12126711		30	阿毗達磨大毗婆沙論二百卷（131）	唐玄奘譯	持01
12126811		26	阿毗達磨大毗婆沙論二百卷（132）	唐玄奘譯	持02
12126911		26	阿毗達磨大毗婆沙論二百卷（133）	唐玄奘譯	持03
12127011		25	阿毗達磨大毗婆沙論二百卷（134）	唐玄奘譯	持04
12127111		27	阿毗達磨大毗婆沙論二百卷（135）	唐玄奘譯	持05
12127211		27	阿毗達磨大毗婆沙論二百卷（136）	唐玄奘譯	持06
12127311		28	阿毗達磨大毗婆沙論二百卷（137）	唐玄奘譯	持07
12127411		25	阿毗達磨大毗婆沙論二百卷（138）	唐玄奘譯	持08
12127511		30	阿毗達磨大毗婆沙論二百卷（139）	唐玄奘譯	持09
12127611		27	阿毗達磨大毗婆沙論二百卷（140）	唐玄奘譯	持10
12127711		31	阿毗達磨大毗婆沙論二百卷（141）	唐玄奘譯	雅01
12127811		28	阿毗達磨大毗婆沙論二百卷（142）	唐玄奘譯	雅02
12127911		28	阿毗達磨大毗婆沙論二百卷（143）	唐玄奘譯	雅03
12128011		30	阿毗達磨大毗婆沙論二百卷（144）	唐玄奘譯	雅04
12128111		25	阿毗達磨大毗婆沙論二百卷（145）	唐玄奘譯	雅05
12128211		27	阿毗達磨大毗婆沙論二百卷（146）	唐玄奘譯	雅06
12128311	暂时无存册		阿毗達磨大毗婆沙論二百卷（147）	唐玄奘譯	雅07
12128411		27	阿毗達磨大毗婆沙論二百卷（148）	唐玄奘譯	雅08
12128511	暂时无存册		阿毗達磨大毗婆沙論二百卷（149）	唐玄奘譯	雅09
12128611		28	阿毗達磨大毗婆沙論二百卷（150）	唐玄奘譯	雅10
12128711		28	阿毗達磨大毗婆沙論二百卷（151）	唐玄奘譯	操01
12128811		27	阿毗達磨大毗婆沙論二百卷（152）	唐玄奘譯	操02
12128911		27	阿毗達磨大毗婆沙論二百卷（153）	唐玄奘譯	操03
12129011		28	阿毗達磨大毗婆沙論二百卷（154）	唐玄奘譯	操04
12129111		26	阿毗達磨大毗婆沙論二百卷（155）	唐玄奘譯	操05
12129211		30	阿毗達磨大毗婆沙論二百卷（156）	唐玄奘譯	操06
12129311		28	阿毗達磨大毗婆沙論二百卷（157）	唐玄奘譯	操07
12129411		29	阿毗達磨大毗婆沙論二百卷（158）	唐玄奘譯	操08
12129511		28	阿毗達磨大毗婆沙論二百卷（159）	唐玄奘譯	操09
12129611		29	阿毗達磨大毗婆沙論二百卷（160）	唐玄奘譯	操10
12129711		26	阿毗達磨大毗婆沙論二百卷（161）	唐玄奘譯	好01
12129811		27	阿毗達磨大毗婆沙論二百卷（162）	唐玄奘譯	好02
12129911		25	阿毗達磨大毗婆沙論二百卷（163）	唐玄奘譯	好03
12130011		28	阿毗達磨大毗婆沙論二百卷（164）	唐玄奘譯	好04
12130111		27	阿毗達磨大毗婆沙論二百卷（165）	唐玄奘譯	好05
12130211		28	阿毗達磨大毗婆沙論二百卷（166）	唐玄奘譯	好06
12130311		26	阿毗達磨大毗婆沙論二百卷（167）	唐玄奘譯	好07
12130411		29	阿毗達磨大毗婆沙論二百卷（168）	唐玄奘譯	好08
12130511		27	阿毗達磨大毗婆沙論二百卷（169）	唐玄奘譯	好09
12130611		29	阿毗達磨大毗婆沙論二百卷（170）	唐玄奘譯	好10
12130711		30	阿毗達磨大毗婆沙論二百卷（171）	唐玄奘譯	爵01
12130811		30	阿毗達磨大毗婆沙論二百卷（172）	唐玄奘譯	爵02
12130911		26	阿毗達磨大毗婆沙論二百卷（173）	唐玄奘譯	爵03
12131011		25	阿毗達磨大毗婆沙論二百卷（174）	唐玄奘譯	爵04
12131111		27	阿毗達磨大毗婆沙論二百卷（175）	唐玄奘譯	爵05
12131211		27	阿毗達磨大毗婆沙論二百卷（176）	唐玄奘譯	爵06
12131311		29	阿毗達磨大毗婆沙論二百卷（177）	唐玄奘譯	爵07
12131411		27	阿毗達磨大毗婆沙論二百卷（178）	唐玄奘譯	爵08
12131511		30	阿毗達磨大毗婆沙論二百卷（179）	唐玄奘譯	爵09
12131611		29	阿毗達磨大毗婆沙論二百卷（180）	唐玄奘譯	爵10
12131711		30	阿毗達磨大毗婆沙論二百卷（181）	唐玄奘譯	自01
12131811		26	阿毗達磨大毗婆沙論二百卷（182）	唐玄奘譯	自02
12131911		31	阿毗達磨大毗婆沙論二百卷（183）	唐玄奘譯	自03
12132011		30	阿毗達磨大毗婆沙論二百卷（184）	唐玄奘譯	自04
12132111		27	阿毗達磨大毗婆沙論二百卷（185）	唐玄奘譯	自05
12132211		39	阿毗達磨大毗婆沙論二百卷（186）	唐玄奘譯	自06
12132311		26	阿毗達磨大毗婆沙論二百卷（187）	唐玄奘譯	自07
12132411		25	阿毗達磨大毗婆沙論二百卷（188）	唐玄奘譯	自08
12132511		27	阿毗達磨大毗婆沙論二百卷（189）	唐玄奘譯	自09
12132611		26	阿毗達磨大毗婆沙論二百卷（190）	唐玄奘譯	自10
12132711		31	阿毗達磨大毗婆沙論二百卷（191）	唐玄奘譯	縻01
12132811		32	阿毗達磨大毗婆沙論二百卷（192）	唐玄奘譯	縻02
12132911		30	阿毗達磨大毗婆沙論二百卷（193）	唐玄奘譯	縻03
12133011		28	阿毗達磨大毗婆沙論二百卷（194）	唐玄奘譯	縻04
12133111		32	阿毗達磨大毗婆沙論二百卷（195）	唐玄奘譯	縻05
12133211		27	阿毗達磨大毗婆沙論二百卷（196）	唐玄奘譯	縻06
12133311		28	阿毗達磨大毗婆沙論二百卷（197）	唐玄奘譯	縻07
12133411		33	阿毗達磨大毗婆沙論二百卷（198）	唐玄奘譯	縻08
12133511		32	阿毗達磨大毗婆沙論二百卷（199）	唐玄奘譯	縻09
12133611		33	阿毗達磨大毗婆沙論二百卷（200）	唐玄奘譯	縻10
12133711		41	阿毗曇毗婆沙論八十二卷（01）	北涼浮陀跋摩、道泰譯	都01
12133811		31	阿毗曇毗婆沙論八十二卷（02）	北涼浮陀跋摩、道泰譯	都02
12133911		29	阿毗曇毗婆沙論八十二卷（03）	北涼浮陀跋摩、道泰譯	都03
12134011		33	阿毗曇毗婆沙論八十二卷（04）	北涼浮陀跋摩、道泰譯	都04
12134111		32	阿毗曇毗婆沙論八十二卷（05）	北涼浮陀跋摩、道泰譯	都05
12134211		32	阿毗曇毗婆沙論八十二卷（06）	北涼浮陀跋摩、道泰譯	都06
12134311		30	阿毗曇毗婆沙論八十二卷（07）	北涼浮陀跋摩、道泰譯	都07
12134411		32	阿毗曇毗婆沙論八十二卷（08）	北涼浮陀跋摩、道泰譯	都08
12134511		42	阿毗曇毗婆沙論八十二卷（09）	北涼浮陀跋摩、道泰譯	都09
12134611		45	阿毗曇毗婆沙論八十二卷（10）	北涼浮陀跋摩、道泰譯	都10
12134711		32	阿毗曇毗婆沙論八十二卷（11）	北涼浮陀跋摩、道泰譯	邑01
12134811		36	阿毗曇毗婆沙論八十二卷（12）	北涼浮陀跋摩、道泰譯	邑02
12134911		46	阿毗曇毗婆沙論八十二卷（13）	北涼浮陀跋摩、道泰譯	邑03
12135011		37	阿毗曇毗婆沙論八十二卷（14）	北涼浮陀跋摩、道泰譯	邑04
12135111		36	阿毗曇毗婆沙論八十二卷（15）	北涼浮陀跋摩、道泰譯	邑05
12135211		34	阿毗曇毗婆沙論八十二卷（16）	北涼浮陀跋摩、道泰譯	邑06
12135311		24	阿毗曇毗婆沙論八十二卷（17）	北涼浮陀跋摩、道泰譯	邑07
12135411		24	阿毗曇毗婆沙論八十二卷（18）	北涼浮陀跋摩、道泰譯	邑08
12135511		30	阿毗曇毗婆沙論八十二卷（19）	北涼浮陀跋摩、道泰譯	邑09
12135611		36	阿毗曇毗婆沙論八十二卷（20）	北涼浮陀跋摩、道泰譯	邑10
12135711		34	阿毗曇毗婆沙論八十二卷（21）	北涼浮陀跋摩、道泰譯	華01
12135811	暂时无存册		阿毗曇毗婆沙論八十二卷（22）	北涼浮陀跋摩、道泰譯	華02
12135911		32	阿毗曇毗婆沙論八十二卷（23）	北涼浮陀跋摩、道泰譯	華03
12136011		28	阿毗曇毗婆沙論八十二卷（24）	北涼浮陀跋摩、道泰譯	華04
12136111		30	阿毗曇毗婆沙論八十二卷（25）	北涼浮陀跋摩、道泰譯	華05
12136211		31	阿毗曇毗婆沙論八十二卷（26）	北涼浮陀跋摩、道泰譯	華06
12136311		26	阿毗曇毗婆沙論八十二卷（27）	北涼浮陀跋摩、道泰譯	華07
12136411		30	阿毗曇毗婆沙論八十二卷（28）	北涼浮陀跋摩、道泰譯	華08
12136511	暂时无存册		阿毗曇毗婆沙論八十二卷（29）	北涼浮陀跋摩、道泰譯	華09
12136611	暂时无存册		阿毗曇毗婆沙論八十二卷（30）	北涼浮陀跋摩、道泰譯	華10
12136711		33	阿毗曇毗婆沙論八十二卷（31）	北涼浮陀跋摩、道泰譯	夏01
12136811		32	阿毗曇毗婆沙論八十二卷（32）	北涼浮陀跋摩、道泰譯	夏02
12136911		32	阿毗曇毗婆沙論八十二卷（33）	北涼浮陀跋摩、道泰譯	夏03
12137011		30	阿毗曇毗婆沙論八十二卷（34）	北涼浮陀跋摩、道泰譯	夏04
12137111		30	阿毗曇毗婆沙論八十二卷（35）	北涼浮陀跋摩、道泰譯	夏05
12137211		37	阿毗曇毗婆沙論八十二卷（36）	北涼浮陀跋摩、道泰譯	夏06
12137311		28	阿毗曇毗婆沙論八十二卷（37）	北涼浮陀跋摩、道泰譯	夏07
12137411		30	阿毗曇毗婆沙論八十二卷（38）	北涼浮陀跋摩、道泰譯	夏08
12137511		29	阿毗曇毗婆沙論八十二卷（39）	北涼浮陀跋摩、道泰譯	夏09
12137611		29	阿毗曇毗婆沙論八十二卷（40）	北涼浮陀跋摩、道泰譯	夏10
12137711	暂时无存册		阿毗曇毗婆沙論八十二卷（41）	北涼浮陀跋摩、道泰譯	東01
12137811	暂时无存册		阿毗曇毗婆沙論八十二卷（42）	北涼浮陀跋摩、道泰譯	東02
12137911	暂时无存册		阿毗曇毗婆沙論八十二卷（43）	北涼浮陀跋摩、道泰譯	東03
12138011	暂时无存册		阿毗曇毗婆沙論八十二卷（44）	北涼浮陀跋摩、道泰譯	東04
12138111	暂时无存册		阿毗曇毗婆沙論八十二卷（45）	北涼浮陀跋摩、道泰譯	東05
12138211	暂时无存册		阿毗曇毗婆沙論八十二卷（46）	北涼浮陀跋摩、道泰譯	東06
12138311	暂时无存册		阿毗曇毗婆沙論八十二卷（47）	北涼浮陀跋摩、道泰譯	東07
12138411	暂时无存册		阿毗曇毗婆沙論八十二卷（48）	北涼浮陀跋摩、道泰譯	東08
12138511	暂时无存册		阿毗曇毗婆沙論八十二卷（49）	北涼浮陀跋摩、道泰譯	東09
12138611	暂时无存册		阿毗曇毗婆沙論八十二卷（50）	北涼浮陀跋摩、道泰譯	東10
12138711	暂时无存册		阿毗曇毗婆沙論八十二卷（51）	北涼浮陀跋摩、道泰譯	西01
12138811		27	阿毗曇毗婆沙論八十二卷（52）	北涼浮陀跋摩、道泰譯	西02
12138911		27	阿毗曇毗婆沙論八十二卷（53）	北涼浮陀跋摩、道泰譯	西03
12139011		34	阿毗曇毗婆沙論八十二卷（54）	北涼浮陀跋摩、道泰譯	西04
12139111		31	阿毗曇毗婆沙論八十二卷（55）	北涼浮陀跋摩、道泰譯	西05
12139211		24	阿毗曇毗婆沙論八十二卷（56）	北涼浮陀跋摩、道泰譯	西06
12139311		27	阿毗曇毗婆沙論八十二卷（57）	北涼浮陀跋摩、道泰譯	西07
12139411		28	阿毗曇毗婆沙論八十二卷（58）	北涼浮陀跋摩、道泰譯	西08
12139511		30	阿毗曇毗婆沙論八十二卷（59）	北涼浮陀跋摩、道泰譯	西09
12139611		31	阿毗曇毗婆沙論八十二卷（60）	北涼浮陀跋摩、道泰譯	西10
12139711		36	阿毗曇毗婆沙論八十二卷（61）	北涼浮陀跋摩、道泰譯	二01
12139811		30	阿毗曇毗婆沙論八十二卷（62）	北涼浮陀跋摩、道泰譯	二02
12139911	暂时无存册		阿毗曇毗婆沙論八十二卷（63）	北涼浮陀跋摩、道泰譯	二03
12140011		28	阿毗曇毗婆沙論八十二卷（64）	北涼浮陀跋摩、道泰譯	二04
12140111	暂时无存册		阿毗曇毗婆沙論八十二卷（65）	北涼浮陀跋摩、道泰譯	二05
12140211		29	阿毗曇毗婆沙論八十二卷（66）	北涼浮陀跋摩、道泰譯	二06
12140311		32	阿毗曇毗婆沙論八十二卷（67）	北涼浮陀跋摩、道泰譯	二07
12140411		34	阿毗曇毗婆沙論八十二卷（68）	北涼浮陀跋摩、道泰譯	二08
12140511	暂时无存册		阿毗曇毗婆沙論八十二卷（69）	北涼浮陀跋摩、道泰譯	二09
12140611		56	阿毗曇毗婆沙論八十二卷（70-71）	北涼浮陀跋摩、道泰譯	二10
12140711	暂时无存册		阿毗曇毗婆沙論八十二卷（72）	北涼浮陀跋摩、道泰譯	京01
12140811		30	阿毗曇毗婆沙論八十二卷（73）	北涼浮陀跋摩、道泰譯	京02
12140911		31	阿毗曇毗婆沙論八十二卷（74）	北涼浮陀跋摩、道泰譯	京03
12141011		31	阿毗曇毗婆沙論八十二卷（75）	北涼浮陀跋摩、道泰譯	京04
12141111		28	阿毗曇毗婆沙論八十二卷（76）	北涼浮陀跋摩、道泰譯	京05
12141211		28	阿毗曇毗婆沙論八十二卷（77）	北涼浮陀跋摩、道泰譯	京06
12141311		53	阿毗曇毗婆沙論八十二卷（78-79）	北涼浮陀跋摩、道泰譯	京07
12141411		37	阿毗曇毗婆沙論八十二卷（80）	北涼浮陀跋摩、道泰譯	京08
12141511		44	阿毗曇毗婆沙論八十二卷（81）	北涼浮陀跋摩、道泰譯	京09
12141611		50	阿毗曇毗婆沙論八十二卷（82）	北涼浮陀跋摩、道泰譯	京10
12141711		41	阿毗達磨順正理論八十卷（01）	唐玄奘譯	背01
12141811		41	阿毗達磨順正理論八十卷（02）	唐玄奘譯	背02
12141911		37	阿毗達磨順正理論八十卷（03）	唐玄奘譯	背03
12142011		40	阿毗達磨順正理論八十卷（04）	唐玄奘譯	背04
12142111		38	阿毗達磨順正理論八十卷（05）	唐玄奘譯	背05
12142211		35	阿毗達磨順正理論八十卷（06）	唐玄奘譯	背06
12142311		35	阿毗達磨順正理論八十卷（07）	唐玄奘譯	背07
12142411		35	阿毗達磨順正理論八十卷（08）	唐玄奘譯	背08
12142511	暂时无存册		阿毗達磨順正理論八十卷（09）	唐玄奘譯	背09
12142611		39	阿毗達磨順正理論八十卷（10）	唐玄奘譯	背10
12142711		44	阿毗達磨順正理論八十卷（11）	唐玄奘譯	邙01
12142811	暂时无存册		阿毗達磨順正理論八十卷（12）	唐玄奘譯	邙02
12142911		42	阿毗達磨順正理論八十卷（13）	唐玄奘譯	邙03
12143011		40	阿毗達磨順正理論八十卷（14）	唐玄奘譯	邙04
12143111		35	阿毗達磨順正理論八十卷（15）	唐玄奘譯	邙05
12143211	暂时无存册		阿毗達磨順正理論八十卷（16）	唐玄奘譯	邙06
12143311	暂时无存册		阿毗達磨順正理論八十卷（17）	唐玄奘譯	邙07
12143411		42	阿毗達磨順正理論八十卷（18）	唐玄奘譯	邙08
12143511		43	阿毗達磨順正理論八十卷（19）	唐玄奘譯	邙09
12143611		41	阿毗達磨順正理論八十卷（20）	唐玄奘譯	邙10
12143711		37	阿毗達磨順正理論八十卷（21）	唐玄奘譯	面01
12143811		39	阿毗達磨順正理論八十卷（22）	唐玄奘譯	面02
12143911		37	阿毗達磨順正理論八十卷（23）	唐玄奘譯	面03
12144011		40	阿毗達磨順正理論八十卷（24）	唐玄奘譯	面04
12144111		32	阿毗達磨順正理論八十卷（25）	唐玄奘譯	面05
12144211		34	阿毗達磨順正理論八十卷（26）	唐玄奘譯	面06
12144311		33	阿毗達磨順正理論八十卷（27）	唐玄奘譯	面07
12144411		37	阿毗達磨順正理論八十卷（28）	唐玄奘譯	面08
12144511		41	阿毗達磨順正理論八十卷（29）	唐玄奘譯	面09
12144611		35	阿毗達磨順正理論八十卷（30）	唐玄奘譯	面10
12144711		41	阿毗達磨順正理論八十卷（31）	唐玄奘譯	洛01
12144811		36	阿毗達磨順正理論八十卷（32）	唐玄奘譯	洛02
12144911	暂时无存册		阿毗達磨順正理論八十卷（33）	唐玄奘譯	洛03
12145011		32	阿毗達磨順正理論八十卷（34）	唐玄奘譯	洛04
12145111		36	阿毗達磨順正理論八十卷（35）	唐玄奘譯	洛05
12145211		34	阿毗達磨順正理論八十卷（36）	唐玄奘譯	洛06
12145311	暂时无存册		阿毗達磨順正理論八十卷（37）	唐玄奘譯	洛07
12145411	暂时无存册		阿毗達磨順正理論八十卷（38）	唐玄奘譯	洛08
12145511		38	阿毗達磨順正理論八十卷（39）	唐玄奘譯	洛09
12145611		33	阿毗達磨順正理論八十卷（40）	唐玄奘譯	洛10
12145711		34	阿毗達磨順正理論八十卷（41）	唐玄奘譯	浮01
